,ID,ZooID,location,mean_probability,category,kind,flavor,state,status,truth,stage
17,5183f151e4bb2102190040c0,ASW0000csg,http://spacewarps.org/subjects/standard/5183f151e4bb2102190040c0.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
18,5183f151e4bb2102190040cf,ASW0000csv,http://spacewarps.org/subjects/standard/5183f151e4bb2102190040cf.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
19,5183f151e4bb21021900f9cb,ASW0001dcb,http://spacewarps.org/subjects/standard/5183f151e4bb21021900f9cb.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
20,5183f151e4bb21021904f851,ASW0006zbl,http://spacewarps.org/subjects/standard/5183f151e4bb21021904f851.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
21,5183f151e4bb210219057720,ASW0007odc,http://spacewarps.org/subjects/standard/5183f151e4bb210219057720.png,0.9999775431884594,training,sim,lensed quasar,active,detected,LENS,1
22,5183f151e4bb2102190052b3,ASW0000gc3,http://spacewarps.org/subjects/standard/5183f151e4bb2102190052b3.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
23,5183f151e4bb210219024b7d,ASW000381p,http://spacewarps.org/subjects/standard/5183f151e4bb210219024b7d.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
24,5183f151e4bb210219027d72,ASW0003hwy,http://spacewarps.org/subjects/standard/5183f151e4bb210219027d72.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
25,5183f151e4bb210219027d76,ASW0003hx2,http://spacewarps.org/subjects/standard/5183f151e4bb210219027d76.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
26,5183f151e4bb21021901edfd,ASW0002pkt,http://spacewarps.org/subjects/standard/5183f151e4bb21021901edfd.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
27,5183f151e4bb21021903a535,ASW00054c5,http://spacewarps.org/subjects/standard/5183f151e4bb21021903a535.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
28,5183f151e4bb21021902707a,ASW0003fcq,http://spacewarps.org/subjects/standard/5183f151e4bb21021902707a.png,0.9958348181989242,training,sim,lensed quasar,active,detected,LENS,1
29,5183f151e4bb21021902a046,ASW0003osm,http://spacewarps.org/subjects/standard/5183f151e4bb21021902a046.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
30,5183f151e4bb21021902780d,ASW0003gul,http://spacewarps.org/subjects/standard/5183f151e4bb21021902780d.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
31,5183f151e4bb2102190417f4,ASW0005r04,http://spacewarps.org/subjects/standard/5183f151e4bb2102190417f4.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
32,5183f151e4bb2102190681c9,ASW000951l,http://spacewarps.org/subjects/standard/5183f151e4bb2102190681c9.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
33,5183f151e4bb2102190681c6,ASW000951i,http://spacewarps.org/subjects/standard/5183f151e4bb2102190681c6.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
34,5183f151e4bb21021906888e,ASW00096dq,http://spacewarps.org/subjects/standard/5183f151e4bb21021906888e.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
35,5183f151e4bb210219011690,ASW0001j0w,http://spacewarps.org/subjects/standard/5183f151e4bb210219011690.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
36,5183f151e4bb21021903b52c,ASW00057ho,http://spacewarps.org/subjects/standard/5183f151e4bb21021903b52c.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
37,5183f151e4bb21021903b52a,ASW00057hm,http://spacewarps.org/subjects/standard/5183f151e4bb21021903b52a.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
38,5183f151e4bb21021900b835,ASW00010dx,http://spacewarps.org/subjects/standard/5183f151e4bb21021900b835.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
39,5183f151e4bb2102190533d3,ASW0007b2r,http://spacewarps.org/subjects/standard/5183f151e4bb2102190533d3.png,2.00210757969862e-08,training,sim,lensed quasar,active,rejected,LENS,1
40,5183f151e4bb210219003715,ASW0000avp,http://spacewarps.org/subjects/standard/5183f151e4bb210219003715.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
41,5183f151e4bb21021901d033,ASW0002joz,http://spacewarps.org/subjects/standard/5183f151e4bb21021901d033.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
42,5183f151e4bb21021902f632,ASW00045rm,http://spacewarps.org/subjects/standard/5183f151e4bb21021902f632.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
43,5183f151e4bb210219001564,ASW0000484,http://spacewarps.org/subjects/standard/5183f151e4bb210219001564.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
44,5183f151e4bb21021905ef4f,ASW0008c3z,http://spacewarps.org/subjects/standard/5183f151e4bb21021905ef4f.png,2.2020268547454927e-08,training,dud,dud,active,rejected,NOT,1
45,5183f151e4bb2102190061ba,ASW0000jay,http://spacewarps.org/subjects/standard/5183f151e4bb2102190061ba.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
46,5183f151e4bb21021902aed7,ASW0003ro7,http://spacewarps.org/subjects/standard/5183f151e4bb21021902aed7.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
47,5183f151e4bb2102190339e8,ASW0004j54,http://spacewarps.org/subjects/standard/5183f151e4bb2102190339e8.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
48,5183f151e4bb2102190085cf,ASW0000qfj,http://spacewarps.org/subjects/standard/5183f151e4bb2102190085cf.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
49,5183f151e4bb210219032978,ASW0004fw8,http://spacewarps.org/subjects/standard/5183f151e4bb210219032978.png,0.999988118008218,training,sim,lensed galaxy,active,detected,LENS,1
50,5183f151e4bb21021900fcf8,ASW0001dyw,http://spacewarps.org/subjects/standard/5183f151e4bb21021900fcf8.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
51,5183f151e4bb21021900d0d0,ASW000158w,http://spacewarps.org/subjects/standard/5183f151e4bb21021900d0d0.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
52,5183f151e4bb210219036974,ASW0004sj8,http://spacewarps.org/subjects/standard/5183f151e4bb210219036974.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
53,5183f151e4bb210219012743,ASW0001mbn,http://spacewarps.org/subjects/standard/5183f151e4bb210219012743.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
54,5183f151e4bb21021900e2a1,ASW00018rl,http://spacewarps.org/subjects/standard/5183f151e4bb21021900e2a1.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
55,5183f151e4bb21021905c6c0,ASW000843k,http://spacewarps.org/subjects/standard/5183f151e4bb21021905c6c0.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
56,5183f151e4bb210219037f4b,ASW0004wuj,http://spacewarps.org/subjects/standard/5183f151e4bb210219037f4b.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
57,5183f151e4bb21021902f9d0,ASW00046hc,http://spacewarps.org/subjects/standard/5183f151e4bb21021902f9d0.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
58,5183f151e4bb210219007602,ASW0000nb6,http://spacewarps.org/subjects/standard/5183f151e4bb210219007602.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
59,5183f151e4bb2102190174e9,ASW00021nt,http://spacewarps.org/subjects/standard/5183f151e4bb2102190174e9.png,1.9999999999999633e-08,training,sim,lensed galaxy,active,rejected,LENS,1
60,5183f151e4bb2102190174e8,ASW00021ns,http://spacewarps.org/subjects/standard/5183f151e4bb2102190174e8.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
61,5183f151e4bb2102190174e5,ASW00021np,http://spacewarps.org/subjects/standard/5183f151e4bb2102190174e5.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
62,5183f151e4bb21021904aff1,ASW0006l0x,http://spacewarps.org/subjects/standard/5183f151e4bb21021904aff1.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
63,5183f151e4bb2102190590e4,ASW0007tgk,http://spacewarps.org/subjects/standard/5183f151e4bb2102190590e4.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
64,5183f151e4bb21021901ed0a,ASW0002pe2,http://spacewarps.org/subjects/standard/5183f151e4bb21021901ed0a.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
65,5183f151e4bb21021903a472,ASW000546q,http://spacewarps.org/subjects/standard/5183f151e4bb21021903a472.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
66,5183f151e4bb2102190109b6,ASW0001ghi,http://spacewarps.org/subjects/standard/5183f151e4bb2102190109b6.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
67,5183f151e4bb210219020619,ASW0002uc9,http://spacewarps.org/subjects/standard/5183f151e4bb210219020619.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
68,5183f151e4bb21021902a130,ASW0003oz4,http://spacewarps.org/subjects/standard/5183f151e4bb21021902a130.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
69,5183f151e4bb21021900ad75,ASW0000y9h,http://spacewarps.org/subjects/standard/5183f151e4bb21021900ad75.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
70,5183f151e4bb2102190030c9,ASW00009mx,http://spacewarps.org/subjects/standard/5183f151e4bb2102190030c9.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
71,5183f151e4bb210219027939,ASW0003h2x,http://spacewarps.org/subjects/standard/5183f151e4bb210219027939.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
72,5183f151e4bb21021900cb49,ASW000145l,http://spacewarps.org/subjects/standard/5183f151e4bb21021900cb49.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
73,5183f151e4bb21021900339b,ASW0000a6z,http://spacewarps.org/subjects/standard/5183f151e4bb21021900339b.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
74,5183f151e4bb2102190667e8,ASW0008zxk,http://spacewarps.org/subjects/standard/5183f151e4bb2102190667e8.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
75,5183f151e4bb2102190482ab,ASW0006c2z,http://spacewarps.org/subjects/standard/5183f151e4bb2102190482ab.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
76,5183f151e4bb2102190595d7,ASW0007ufr,http://spacewarps.org/subjects/standard/5183f151e4bb2102190595d7.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
77,5183f151e4bb210219056970,ASW0007lo0,http://spacewarps.org/subjects/standard/5183f151e4bb210219056970.png,4.0429239432765747e-07,training,sim,lensing cluster,active,undecided,LENS,1
78,5183f151e4bb21021900ab0d,ASW0000xsd,http://spacewarps.org/subjects/standard/5183f151e4bb21021900ab0d.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
79,5183f151e4bb210219020c29,ASW0002vjd,http://spacewarps.org/subjects/standard/5183f151e4bb210219020c29.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
80,5183f151e4bb210219031dc4,ASW0004dl0,http://spacewarps.org/subjects/standard/5183f151e4bb210219031dc4.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
81,5183f151e4bb210219068d45,ASW00097b9,http://spacewarps.org/subjects/standard/5183f151e4bb210219068d45.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
82,5183f151e4bb21021904bd34,ASW0006nn8,http://spacewarps.org/subjects/standard/5183f151e4bb21021904bd34.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
83,5183f151e4bb21021903e35a,ASW0005gm2,http://spacewarps.org/subjects/standard/5183f151e4bb21021903e35a.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
84,5183f151e4bb210219016dde,ASW000209q,http://spacewarps.org/subjects/standard/5183f151e4bb210219016dde.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
85,5183f151e4bb210219012686,ASW0001m6e,http://spacewarps.org/subjects/standard/5183f151e4bb210219012686.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
86,5183f151e4bb210219057235,ASW0007ned,http://spacewarps.org/subjects/standard/5183f151e4bb210219057235.png,0.26844392207816203,training,sim,lensed galaxy,active,undecided,LENS,1
87,5183f151e4bb210219004c2f,ASW0000f1r,http://spacewarps.org/subjects/standard/5183f151e4bb210219004c2f.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
88,5183f151e4bb21021900b190,ASW0000z2o,http://spacewarps.org/subjects/standard/5183f151e4bb21021900b190.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
89,5183f151e4bb21021904acfc,ASW0006kfw,http://spacewarps.org/subjects/standard/5183f151e4bb21021904acfc.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
90,5183f151e4bb2102190524aa,ASW000782y,http://spacewarps.org/subjects/standard/5183f151e4bb2102190524aa.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
91,5183f151e4bb210219062ff2,ASW0008ovm,http://spacewarps.org/subjects/standard/5183f151e4bb210219062ff2.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
92,5183f151e4bb21021902f26a,ASW000450q,http://spacewarps.org/subjects/standard/5183f151e4bb21021902f26a.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
93,5183f151e4bb210219055ca9,ASW0007j55,http://spacewarps.org/subjects/standard/5183f151e4bb210219055ca9.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
94,5183f151e4bb21021904a663,ASW0006j4z,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a663.png,2.0843146384231198e-08,training,dud,dud,active,rejected,NOT,1
95,5183f151e4bb21021904a661,ASW0006j4x,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a661.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
96,5183f151e4bb21021904a666,ASW0006j52,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a666.png,2.0374554085283207e-08,training,dud,dud,active,rejected,NOT,1
97,5183f151e4bb21021904a664,ASW0006j50,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a664.png,2.0255817980312328e-08,training,dud,dud,active,rejected,NOT,1
98,5183f151e4bb21021903d765,ASW0005e91,http://spacewarps.org/subjects/standard/5183f151e4bb21021903d765.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
99,5183f151e4bb2102190641f2,ASW0008sfm,http://spacewarps.org/subjects/standard/5183f151e4bb2102190641f2.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
100,5183f151e4bb2102190471c4,ASW00068qs,http://spacewarps.org/subjects/standard/5183f151e4bb2102190471c4.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
101,5183f151e4bb21021904ce5c,ASW0006r18,http://spacewarps.org/subjects/standard/5183f151e4bb21021904ce5c.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
102,5183f151e4bb2102190261dd,ASW0003cgt,http://spacewarps.org/subjects/standard/5183f151e4bb2102190261dd.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
103,5183f151e4bb21021900a4a5,ASW0000wit,http://spacewarps.org/subjects/standard/5183f151e4bb21021900a4a5.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
104,5183f151e4bb21021901e2e6,ASW0002ndy,http://spacewarps.org/subjects/standard/5183f151e4bb21021901e2e6.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
105,5183f151e4bb21021900ddc4,ASW00017t0,http://spacewarps.org/subjects/standard/5183f151e4bb21021900ddc4.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
106,5183f151e4bb21021900265f,ASW00007kv,http://spacewarps.org/subjects/standard/5183f151e4bb21021900265f.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
107,5183f151e4bb21021900265d,ASW00007kt,http://spacewarps.org/subjects/standard/5183f151e4bb21021900265d.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
108,5183f151e4bb21021900b0c3,ASW0000ywz,http://spacewarps.org/subjects/standard/5183f151e4bb21021900b0c3.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
109,5183f151e4bb210219006bd0,ASW0000lao,http://spacewarps.org/subjects/standard/5183f151e4bb210219006bd0.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
110,5183f151e4bb2102190566ae,ASW0007l4e,http://spacewarps.org/subjects/standard/5183f151e4bb2102190566ae.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
111,5183f151e4bb210219050939,ASW00072nt,http://spacewarps.org/subjects/standard/5183f151e4bb210219050939.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
112,5183f151e4bb21021902c60d,ASW0003w99,http://spacewarps.org/subjects/standard/5183f151e4bb21021902c60d.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
113,5183f151e4bb21021905ad0d,ASW0007z0t,http://spacewarps.org/subjects/standard/5183f151e4bb21021905ad0d.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
114,5183f151e4bb210219021bc8,ASW0002ymg,http://spacewarps.org/subjects/standard/5183f151e4bb210219021bc8.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
115,5183f151e4bb2102190563c0,ASW0007kjk,http://spacewarps.org/subjects/standard/5183f151e4bb2102190563c0.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
116,5183f151e4bb210219025d00,ASW0003bi8,http://spacewarps.org/subjects/standard/5183f151e4bb210219025d00.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
117,5183f151e4bb210219055551,ASW0007hox,http://spacewarps.org/subjects/standard/5183f151e4bb210219055551.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
118,5183f151e4bb21021901d40a,ASW0002kga,http://spacewarps.org/subjects/standard/5183f151e4bb21021901d40a.png,1.9999999999999633e-08,training,sim,lensed quasar,active,rejected,LENS,1
119,5183f151e4bb21021900820c,ASW0000pos,http://spacewarps.org/subjects/standard/5183f151e4bb21021900820c.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
120,5183f151e4bb210219061d0b,ASW0008l57,http://spacewarps.org/subjects/standard/5183f151e4bb210219061d0b.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
121,5183f151e4bb210219032ae6,ASW0004g6e,http://spacewarps.org/subjects/standard/5183f151e4bb210219032ae6.png,1.9999999999999633e-08,training,sim,lensed quasar,active,rejected,LENS,1
122,5183f151e4bb21021903cbbe,ASW0005by6,http://spacewarps.org/subjects/standard/5183f151e4bb21021903cbbe.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
123,5183f151e4bb21021903537f,ASW0004o73,http://spacewarps.org/subjects/standard/5183f151e4bb21021903537f.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
124,5183f151e4bb2102190526b6,ASW00078hi,http://spacewarps.org/subjects/standard/5183f151e4bb2102190526b6.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
125,5183f151e4bb21021900cd61,ASW00014kh,http://spacewarps.org/subjects/standard/5183f151e4bb21021900cd61.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
126,5183f151e4bb210219026fdd,ASW0003f8d,http://spacewarps.org/subjects/standard/5183f151e4bb210219026fdd.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
127,5183f151e4bb21021904361d,ASW0005wyl,http://spacewarps.org/subjects/standard/5183f151e4bb21021904361d.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
128,5183f151e4bb210219061db1,ASW0008l9t,http://spacewarps.org/subjects/standard/5183f151e4bb210219061db1.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
129,5183f151e4bb210219058e28,ASW0007sx4,http://spacewarps.org/subjects/standard/5183f151e4bb210219058e28.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
130,5183f151e4bb21021905ed5b,ASW0008bq3,http://spacewarps.org/subjects/standard/5183f151e4bb21021905ed5b.png,2.0065113334552237e-08,training,dud,dud,active,rejected,NOT,1
131,5183f151e4bb210219043cbd,ASW0005y9p,http://spacewarps.org/subjects/standard/5183f151e4bb210219043cbd.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
132,5183f151e4bb210219043cba,ASW0005y9m,http://spacewarps.org/subjects/standard/5183f151e4bb210219043cba.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
133,5183f151e4bb210219058dbf,ASW0007su7,http://spacewarps.org/subjects/standard/5183f151e4bb210219058dbf.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
134,5183f151e4bb210219062357,ASW0008mdz,http://spacewarps.org/subjects/standard/5183f151e4bb210219062357.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
135,5183f151e4bb210219045b40,ASW00064ao,http://spacewarps.org/subjects/standard/5183f151e4bb210219045b40.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
136,5183f151e4bb210219045b42,ASW00064aq,http://spacewarps.org/subjects/standard/5183f151e4bb210219045b42.png,6.829929919083711e-08,training,dud,dud,active,rejected,NOT,1
137,5183f151e4bb210219045b45,ASW00064at,http://spacewarps.org/subjects/standard/5183f151e4bb210219045b45.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
138,5183f151e4bb210219045b4c,ASW00064b0,http://spacewarps.org/subjects/standard/5183f151e4bb210219045b4c.png,2.001067458587171e-08,training,dud,dud,active,rejected,NOT,1
139,5183f151e4bb2102190521e4,ASW00077j8,http://spacewarps.org/subjects/standard/5183f151e4bb2102190521e4.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
140,5183f151e4bb21021903f6c0,ASW0005kg0,http://spacewarps.org/subjects/standard/5183f151e4bb21021903f6c0.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
141,5183f151e4bb21021903f6ce,ASW0005kge,http://spacewarps.org/subjects/standard/5183f151e4bb21021903f6ce.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
142,5183f151e4bb21021905c7f7,ASW00084c7,http://spacewarps.org/subjects/standard/5183f151e4bb21021905c7f7.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
143,5183f151e4bb21021905f167,ASW0008civ,http://spacewarps.org/subjects/standard/5183f151e4bb21021905f167.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
144,5183f151e4bb21021905f160,ASW0008cio,http://spacewarps.org/subjects/standard/5183f151e4bb21021905f160.png,5.5367201365630444e-08,training,dud,dud,active,rejected,NOT,1
145,5183f151e4bb21021905f0ff,ASW0008cfz,http://spacewarps.org/subjects/standard/5183f151e4bb21021905f0ff.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
146,5183f151e4bb210219037359,ASW0004uhl,http://spacewarps.org/subjects/standard/5183f151e4bb210219037359.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
147,5183f151e4bb21021904721d,ASW00068t9,http://spacewarps.org/subjects/standard/5183f151e4bb21021904721d.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
148,5183f151e4bb21021904721f,ASW00068tb,http://spacewarps.org/subjects/standard/5183f151e4bb21021904721f.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
149,5183f151e4bb210219032451,ASW0004evl,http://spacewarps.org/subjects/standard/5183f151e4bb210219032451.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
150,5183f151e4bb2102190631be,ASW0008p8e,http://spacewarps.org/subjects/standard/5183f151e4bb2102190631be.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
151,5183f151e4bb210219006079,ASW0000j21,http://spacewarps.org/subjects/standard/5183f151e4bb210219006079.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
152,5183f151e4bb21021904a2a9,ASW0006ieh,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a2a9.png,1.0,training,sim,lensing cluster,active,detected,LENS,1
153,5183f151e4bb210219064312,ASW0008snm,http://spacewarps.org/subjects/standard/5183f151e4bb210219064312.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
154,5183f151e4bb21021904a79e,ASW0006jdq,http://spacewarps.org/subjects/standard/5183f151e4bb21021904a79e.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
155,5183f151e4bb210219010226,ASW0001ezq,http://spacewarps.org/subjects/standard/5183f151e4bb210219010226.png,1.9999999999999633e-08,training,dud,dud,active,rejected,NOT,1
156,5183f151e4bb2102190561e7,ASW0007k6f,http://spacewarps.org/subjects/standard/5183f151e4bb2102190561e7.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
157,5183f151e4bb2102190695b3,ASW00098z7,http://spacewarps.org/subjects/standard/5183f151e4bb2102190695b3.png,1.0,training,sim,lensed quasar,active,detected,LENS,1
158,5183f151e4bb21021903a1ea,ASW00053oq,http://spacewarps.org/subjects/standard/5183f151e4bb21021903a1ea.png,1.0,training,sim,lensed galaxy,active,detected,LENS,1
159,5183f151e4bb210219017435,ASW00021it,http://spacewarps.org/subjects/standard/5183f151e4bb210219017435.png,2.47547951159552e-07,training,sim,lensing cluster,active,undecided,LENS,1
